"","Dest","HourOfDay","MeanDelay","airport","city","state","country","lat","long","CityState"
"1277","EUG",13,16,"Mahlon Sweet ","Eugene","OR","USA",44.12326,-123.2186856,"Eugene,OR"
"1278","EUG",10,8,"Mahlon Sweet ","Eugene","OR","USA",44.12326,-123.2186856,"Eugene,OR"
"1279","EUG",24,16,"Mahlon Sweet ","Eugene","OR","USA",44.12326,-123.2186856,"Eugene,OR"
"1280","EUG",21,3,"Mahlon Sweet ","Eugene","OR","USA",44.12326,-123.2186856,"Eugene,OR"
"1281","EUG",19,16,"Mahlon Sweet ","Eugene","OR","USA",44.12326,-123.2186856,"Eugene,OR"
"1282","EVV",21,14,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1283","EVV",16,12,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1284","EVV",14,13,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1285","EVV",9,8,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1286","EVV",8,7,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1287","EVV",13,14,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1288","EVV",19,18,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1289","EVV",20,12,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1290","EVV",18,20,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1291","EVV",22,17,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1292","EVV",17,13,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1293","EVV",11,10,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1294","EVV",12,5,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1295","EVV",15,16,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1296","EVV",10,12,"Evansville Regional","Evansville","IN","USA",38.03799139,-87.53062667,"Evansville,IN"
"1297","EWN",19,16,"Craven County Regional","New Bern","NC","USA",35.07297222,-77.04294444,"New Bern,NC"
"1298","EWN",12,7,"Craven County Regional","New Bern","NC","USA",35.07297222,-77.04294444,"New Bern,NC"
"1299","EWN",16,21,"Craven County Regional","New Bern","NC","USA",35.07297222,-77.04294444,"New Bern,NC"
"1300","EWN",15,5,"Craven County Regional","New Bern","NC","USA",35.07297222,-77.04294444,"New Bern,NC"
"1301","EWN",14,12,"Craven County Regional","New Bern","NC","USA",35.07297222,-77.04294444,"New Bern,NC"
"1302","EWN",22,10,"Craven County Regional","New Bern","NC","USA",35.07297222,-77.04294444,"New Bern,NC"
"1303","EWN",23,12,"Craven County Regional","New Bern","NC","USA",35.07297222,-77.04294444,"New Bern,NC"
"1304","EWN",11,9,"Craven County Regional","New Bern","NC","USA",35.07297222,-77.04294444,"New Bern,NC"
"1305","EWN",13,5,"Craven County Regional","New Bern","NC","USA",35.07297222,-77.04294444,"New Bern,NC"
"1306","EWR",15,36,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1307","EWR",1,21,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1308","EWR",23,27,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1309","EWR",4,2,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1310","EWR",9,6,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1311","EWR",22,33,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1312","EWR",12,13,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1313","EWR",7,9,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1314","EWR",19,43,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1315","EWR",21,35,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1316","EWR",17,44,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1317","EWR",14,28,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1318","EWR",16,41,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1319","EWR",5,9,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1320","EWR",20,38,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1321","EWR",3,37,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1322","EWR",8,10,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1323","EWR",24,21,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1324","EWR",10,7,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1325","EWR",13,16,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1326","EWR",18,42,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1327","EWR",0,27,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1328","EWR",6,16,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1329","EWR",11,11,"Newark Intl","Newark","NJ","USA",40.69249722,-74.16866056,"Newark,NJ"
"1330","EYW",16,19,"Key West International","Key West","FL","USA",24.55611111,-81.75955556,"Key West,FL"
"1331","EYW",11,17,"Key West International","Key West","FL","USA",24.55611111,-81.75955556,"Key West,FL"
"1332","EYW",17,26,"Key West International","Key West","FL","USA",24.55611111,-81.75955556,"Key West,FL"
"1333","EYW",19,9,"Key West International","Key West","FL","USA",24.55611111,-81.75955556,"Key West,FL"
"1334","EYW",21,40,"Key West International","Key West","FL","USA",24.55611111,-81.75955556,"Key West,FL"
"1335","EYW",15,24,"Key West International","Key West","FL","USA",24.55611111,-81.75955556,"Key West,FL"
"1336","EYW",20,26,"Key West International","Key West","FL","USA",24.55611111,-81.75955556,"Key West,FL"
"1337","FAI",7,5,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1338","FAI",1,8,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1339","FAI",8,3,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1340","FAI",2,2,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1341","FAI",21,22,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1342","FAI",19,11,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1343","FAI",12,3,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1344","FAI",0,13,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1345","FAI",24,11,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1346","FAI",20,15,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1347","FAI",23,0,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1348","FAI",11,8,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1349","FAI",14,7,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1350","FAI",16,12,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1351","FAI",10,5,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1352","FAI",22,19,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1353","FAI",18,12,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1354","FAI",15,11,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1355","FAI",17,14,"Fairbanks International","Fairbanks","AK","USA",64.8136775,-147.8596694,"Fairbanks,AK"
"1356","FAR",23,9,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1357","FAR",21,15,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1358","FAR",13,6,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1359","FAR",12,16,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1360","FAR",14,14,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1361","FAR",9,25,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1362","FAR",20,13,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1363","FAR",15,8,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1364","FAR",11,16,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1365","FAR",0,6,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1366","FAR",18,14,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1367","FAR",16,23,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1368","FAR",17,14,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1369","FAR",10,9,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1370","FAR",22,19,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1371","FAR",24,21,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1372","FAR",19,12,"Hector International","Fargo","ND","USA",46.91934889,-96.81498889,"Fargo,ND"
"1373","FAT",20,14,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1374","FAT",1,8,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1375","FAT",21,10,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1376","FAT",8,7,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1377","FAT",9,6,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1378","FAT",0,4,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1379","FAT",19,13,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1380","FAT",12,14,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1381","FAT",14,12,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1382","FAT",23,11,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1383","FAT",18,10,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1384","FAT",16,9,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1385","FAT",11,9,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1386","FAT",15,12,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1387","FAT",13,8,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1388","FAT",17,13,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1389","FAT",24,3,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1390","FAT",10,9,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1391","FAT",22,13,"Fresno Yosemite International","Fresno","CA","USA",36.77619444,-119.7181389,"Fresno,CA"
"1392","FAY",15,26,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1393","FAY",18,64,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1394","FAY",21,26,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1395","FAY",14,10,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1396","FAY",11,12,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1397","FAY",13,12,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1398","FAY",12,13,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1399","FAY",22,23,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1400","FAY",9,12,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1401","FAY",16,17,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1402","FAY",23,14,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1403","FAY",19,18,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1404","FAY",20,22,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1405","FAY",17,20,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1406","FAY",10,9,"Fayetteville Municipal","Fayetteville","NC","USA",34.99147222,-78.88,"Fayetteville,NC"
"1407","FCA",10,7,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1408","FCA",18,9,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1409","FCA",23,11,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1410","FCA",14,8,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1411","FCA",11,5,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1412","FCA",12,12,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1413","FCA",24,5,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1414","FCA",22,9,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1415","FCA",16,7,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1416","FCA",15,6,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1417","FCA",21,7,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1418","FCA",13,9,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1419","FCA",19,17,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1420","FCA",20,12,"Glacier Park Intl","Kalispell","MT","USA",48.31140472,-114.2550694,"Kalispell,MT"
"1421","FLG",10,6,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1422","FLG",22,6,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1423","FLG",11,10,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1424","FLG",14,7,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1425","FLG",15,1,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1426","FLG",18,4,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1427","FLG",23,6,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1428","FLG",21,6,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1429","FLG",13,7,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1430","FLG",24,5,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1431","FLG",9,4,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1432","FLG",19,7,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1433","FLG",20,8,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1434","FLG",17,11,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1435","FLG",16,12,"Flagstaff Pulliam","Flagstaff","AZ","USA",35.13845472,-111.6712183,"Flagstaff,AZ"
"1436","FLL",1,22,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1437","FLL",8,3,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1438","FLL",5,9,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1439","FLL",18,18,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1440","FLL",9,5,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1441","FLL",0,26,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1442","FLL",10,6,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1443","FLL",17,16,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1444","FLL",4,0,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1445","FLL",23,25,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1446","FLL",19,20,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1447","FLL",21,25,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1448","FLL",14,12,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1449","FLL",22,23,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1450","FLL",16,14,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1451","FLL",24,21,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1452","FLL",7,7,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1453","FLL",20,19,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1454","FLL",13,11,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1455","FLL",12,10,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1456","FLL",15,12,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1457","FLL",6,11,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1458","FLL",11,8,"Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","USA",26.07258333,-80.15275,"Ft. Lauderdale,FL"
"1459","FLO",21,9,"Florence Regional","Florence","SC","USA",34.18536111,-79.72388889,"Florence,SC"
"1460","FLO",15,23,"Florence Regional","Florence","SC","USA",34.18536111,-79.72388889,"Florence,SC"
"1461","FLO",20,12,"Florence Regional","Florence","SC","USA",34.18536111,-79.72388889,"Florence,SC"
"1462","FLO",19,15,"Florence Regional","Florence","SC","USA",34.18536111,-79.72388889,"Florence,SC"
"1463","FLO",13,16,"Florence Regional","Florence","SC","USA",34.18536111,-79.72388889,"Florence,SC"
"1464","FLO",14,16,"Florence Regional","Florence","SC","USA",34.18536111,-79.72388889,"Florence,SC"
"1465","FNT",10,9,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1466","FNT",11,8,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1467","FNT",20,16,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1468","FNT",22,23,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1469","FNT",5,4,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1470","FNT",14,12,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1471","FNT",0,6,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1472","FNT",18,12,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1473","FNT",13,9,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1474","FNT",21,20,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1475","FNT",19,16,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1476","FNT",4,17,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1477","FNT",17,14,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1478","FNT",15,10,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1479","FNT",1,21,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1480","FNT",24,0,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1481","FNT",12,11,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1482","FNT",9,5,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1483","FNT",16,14,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1484","FNT",23,16,"Bishop","Flint","MI","USA",42.96550333,-83.74345639,"Flint,MI"
"1485","FSD",13,20,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1486","FSD",24,9,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1487","FSD",11,16,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1488","FSD",22,18,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1489","FSD",12,9,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1490","FSD",10,9,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1491","FSD",16,8,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1492","FSD",23,20,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1493","FSD",15,16,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1494","FSD",0,3,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1495","FSD",14,16,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1496","FSD",19,24,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1497","FSD",9,13,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1498","FSD",17,24,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1499","FSD",18,13,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1500","FSD",20,9,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1501","FSD",21,18,"Joe Foss ","Sioux Falls","SD","USA",43.58135111,-96.74170028,"Sioux Falls,SD"
"1502","FSM",10,11,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
"1503","FSM",20,6,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
"1504","FSM",16,10,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
"1505","FSM",22,17,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
"1506","FSM",15,8,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
"1507","FSM",9,7,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
"1508","FSM",18,17,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
"1509","FSM",14,11,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
"1510","FSM",12,12,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
"1511","FSM",19,16,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
"1512","FSM",11,6,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
"1513","FSM",17,12,"Fort Smith Regional","Fort Smith","AR","USA",35.33659028,-94.36744111,"Fort Smith,AR"
