"","UniqueCarrier","Origin","Dest","PctOnTime"
"7599","XE","EWR","BDL",0.47
"7620","XE","EWR","IND",0.47
"7637","XE","EWR","ORF",0.47
"7742","XE","IAH","MSP",0.47
"7777","XE","IND","EWR",0.47
"7791","XE","LAX","BOI",0.47
"7827","XE","MCI","EWR",0.47
"7848","XE","MIA","CLE",0.47
"7882","XE","OKC","SMF",0.47
"7911","XE","ORD","IAH",0.47
"8089","YV","BUF","CLT",0.47
"8134","YV","CLT","MCI",0.47
"8163","YV","COS","LAS",0.47
"8238","YV","HNL","KOA",0.47
"8240","YV","HNL","OGG",0.47
"8258","YV","IAD","GSO",0.47
"8260","YV","IAD","HSV",0.47
"8335","YV","MCI","IAD",0.47
"8381","YV","ORD","CAE",0.47
"8398","YV","ORD","GSP",0.47
"8399","YV","ORD","IAH",0.47
"8415","YV","ORD","ROC",0.47
"8417","YV","ORD","SAV",0.47
"8442","YV","PHX","GEG",0.47
"8444","YV","PHX","IAH",0.47
"8529","YV","TVC","ORD",0.47
"53","9E","AUS","ATL",0.46
"75","9E","BNA","ATL",0.46
"95","9E","CHA","DTW",0.46
"131","9E","CVG","MEM",0.46
"218","9E","DTW","MSN",0.46
"607","AA","ATL","ORD",0.46
"654","AA","DFW","ABQ",0.46
"673","AA","DFW","EWR",0.46
"680","AA","DFW","HSV",0.46
"702","AA","DFW","OMA",0.46
"709","AA","DFW","PHX",0.46
"752","AA","FLL","ORD",0.46
"758","AA","HDN","DFW",0.46
"855","AA","MIA","DTW",0.46
"942","AA","ORD","TUL",0.46
"1344","B6","FLL","OAK",0.46
"1421","B6","LGA","FLL",0.46
"1465","B6","ORD","LGB",0.46
"1544","CO","ANC","IAH",0.46
"1622","CO","EWR","DFW",0.46
"1660","CO","EWR","SNA",0.46
"1704","CO","IAH","JFK",0.46
"1714","CO","IAH","MTJ",0.46
"1777","CO","MYR","EWR",0.46
"1819","CO","SEA","EWR",0.46
"1864","DL","ATL","CLT",0.46
"1873","DL","ATL","DTW",0.46
"1880","DL","ATL","GSO",0.46
"1913","DL","ATL","ORF",0.46
"1928","DL","ATL","SAT",0.46
"1931","DL","ATL","SEA",0.46
"1939","DL","ATL","STL",0.46
"1943","DL","ATL","TPA",0.46
"1962","DL","BOS","FLL",0.46
"2013","DL","CVG","SAN",0.46
"2015","DL","CVG","SFO",0.46
"2028","DL","DEN","JFK",0.46
"2149","DL","MIA","ATL",0.46
"2150","DL","MIA","JFK",0.46
"2151","DL","MKE","ATL",0.46
"2258","DL","SLC","PIT",0.46
"2386","EV","ATL","MLB",0.46
"2395","EV","ATL","OKC",0.46
"2652","EV","LWB","ATL",0.46
"2717","EV","PNS","ATL",0.46
"2746","EV","SRQ","ATL",0.46
"2758","EV","TOL","ATL",0.46
"2789","F9","DEN","ABQ",0.46
"2801","F9","DEN","DTW",0.46
"2919","FL","ATL","PHX",0.46
"2924","FL","ATL","ROC",0.46
"2945","FL","BOS","PBI",0.46
"3013","FL","EWR","ATL",0.46
"3066","FL","LAX","IND",0.46
"3166","FL","PHF","LGA",0.46
"3263","HA","HNL","PDX",0.46
"3337","MQ","CLT","LGA",0.46
"3418","MQ","DFW","PIT",0.46
"3439","MQ","DTW","LGA",0.46
"3516","MQ","LGA","SDF",0.46
"3579","MQ","ORD","CLE",0.46
"3606","MQ","ORD","LIT",0.46
"3629","MQ","ORD","SGF",0.46
"3790","NW","DTW","DCA",0.46
"3800","NW","DTW","IAH",0.46
"3816","NW","DTW","MKE",0.46
"3818","NW","DTW","MSP",0.46
"3897","NW","JAX","DTW",0.46
"3904","NW","LAN","MSP",0.46
"3974","NW","MEM","SAT",0.46
"3996","NW","MSP","ANC",0.46
"4041","NW","MSP","LAX",0.46
"4068","NW","MSP","SAT",0.46
"4116","NW","ROC","DTW",0.46
"4123","NW","SAN","MEM",0.46
"4252","OH","ATL","TYS",0.46
"4274","OH","BGR","CVG",0.46
"4351","OH","CMH","LGA",0.46
"4371","OH","CVG","BTV",0.46
"4377","OH","CVG","CHS",0.46
"4403","OH","CVG","IAH",0.46
"4446","OH","CVG","STL",0.46
"4573","OH","JFK","ORD",0.46
"4578","OH","JFK","PWM",0.46
"4600","OH","LGA","GSP",0.46
"4677","OH","ORD","JFK",0.46
"4948","OO","CVG","MSP",0.46
"5184","OO","LAX","SNA",0.46
"5247","OO","MKE","MSP",0.46
"5399","OO","PHL","CVG",0.46
"5409","OO","PIT","MCI",0.46
"5487","OO","SFO","MFR",0.46
"5685","UA","BWI","DEN",0.46
"5745","UA","DEN","OAK",0.46
"5750","UA","DEN","ORD",0.46
"5753","UA","DEN","PHX",0.46
"5758","UA","DEN","SAN",0.46
"5780","UA","EWR","DEN",0.46
"5945","UA","ORD","LGA",0.46
"5997","UA","PSP","DEN",0.46
"6182","US","CMH","PHX",0.46
"6673","WN","CLE","BNA",0.46
"6698","WN","DAL","MAF",0.46
"6699","WN","DAL","MCI",0.46
"7281","WN","SEA","BNA",0.46
"7357","WN","STL","LAX",0.46
"7426","XE","ABQ","SMF",0.46
"7431","XE","ALB","EWR",0.46
"7439","XE","AUS","IAH",0.46
"7588","XE","DTW","EWR",0.46
"7629","XE","EWR","MKE",0.46
"7645","XE","EWR","SAV",0.46
"7711","XE","IAH","DCA",0.46
"7747","XE","IAH","ORD",0.46
"7839","XE","MDW","CLE",0.46
"7924","XE","PIT","EWR",0.46
"7977","XE","SAV","EWR",0.46
"8054","XE","XNA","EWR",0.46
"8068","YV","AUS","CLT",0.46
"8110","YV","CLT","ATL",0.46
"8114","YV","CLT","BNA",0.46
"8141","YV","CLT","MYR",0.46
"8204","YV","DSM","ORD",0.46
"8208","YV","DTW","IAD",0.46
"8242","YV","HSV","IAD",0.46
"8243","YV","IAD","ATL",0.46
"8251","YV","IAD","CAE",0.46
"8286","YV","IAH","ORD",0.46
"8289","YV","ILM","CLT",0.46
"8319","YV","LAS","SBA",0.46
"8391","YV","ORD","DTW",0.46
"8396","YV","ORD","GRR",0.46
"8408","YV","ORD","MSN",0.46
"8439","YV","PHX","EUG",0.46
"8481","YV","RDU","CLT",0.46
"8497","YV","SAT","IAD",0.46
"23","9E","ATL","IAD",0.45
"140","9E","CVG","TYS",0.45
"153","9E","DEN","MEM",0.45
"319","9E","LEX","ATL",0.45
"612","AA","AUS","SEA",0.45
"632","AA","BOS","SFO",0.45
"658","AA","DFW","BDL",0.45
"666","AA","DFW","COS",0.45
"691","AA","DFW","MCI",0.45
"724","AA","DFW","SNA",0.45
"728","AA","DFW","TUS",0.45
"781","AA","JFK","LAX",0.45
"820","AA","LGA","ATL",0.45
"847","AA","MIA","ATL",0.45
"905","AA","ORD","ELP",0.45
"906","AA","ORD","EWR",0.45
"917","AA","ORD","LGA",0.45
"927","AA","ORD","PHX",0.45
"947","AA","PBI","LGA",0.45
"948","AA","PBI","ORD",0.45
"983","AA","SEA","DFW",0.45
"990","AA","SFO","JFK",0.45
"1009","AA","SJU","MIA",0.45
"1155","AS","JNU","PSG",0.45
"1204","AS","PDX","SMF",0.45
"1231","AS","SEA","KTN",0.45
"1255","AS","SFO","PDX",0.45
"1284","B6","BOS","CLT",0.45
"1286","B6","BOS","DEN",0.45
"1342","B6","FLL","LGA",0.45
"1358","B6","IAD","BUR",0.45
"1447","B6","MCO","LGA",0.45
"1599","CO","DEN","EWR",0.45
"1609","CO","EWR","ATL",0.45
"1610","CO","EWR","AUS",0.45
"1645","CO","EWR","PDX",0.45
"1705","CO","IAH","LAS",0.45
"1707","CO","IAH","LGA",0.45
"1860","DL","ATL","CAE",0.45
"1863","DL","ATL","CLE",0.45
"1878","DL","ATL","FLL",0.45
"1897","DL","ATL","LGA",0.45
"1912","DL","ATL","ORD",0.45
"1937","DL","ATL","SNA",0.45
"1988","DL","COS","ATL",0.45
"2066","DL","IAH","ATL",0.45
"2199","DL","ROC","ATL",0.45
"2290","DL","VPS","ATL",0.45
"2301","EV","ATL","ACY",0.45
"2463","EV","CAE","LGA",0.45
"2469","EV","CHS","ATL",0.45
"2533","EV","CVG","MSP",0.45
"2773","EV","VPS","ATL",0.45
"2793","F9","DEN","BDL",0.45
"2808","F9","DEN","JAX",0.45
"2809","F9","DEN","LAS",0.45
"2818","F9","DEN","OKC",0.45
"2830","F9","DEN","SJC",0.45
"2850","F9","LGA","DEN",0.45
"2885","FL","ATL","CHS",0.45
"2916","FL","ATL","PBI",0.45
"2932","FL","ATL","SRQ",0.45
"3010","FL","DTW","RSW",0.45
"3106","FL","MCO","MSP",0.45
"3504","MQ","LGA","CLE",0.45
"3512","MQ","LGA","MEM",0.45
"3568","MQ","ORD","ATL",0.45
"3581","MQ","ORD","CMH",0.45
"3638","MQ","ORD","XNA",0.45
"3640","MQ","ORF","MIA",0.45
"3699","MQ","STL","SGF",0.45
"3700","MQ","SYR","DFW",0.45
"3779","NW","DTW","AZO",0.45
"3780","NW","DTW","BDL",0.45
"3782","NW","DTW","BNA",0.45
"3784","NW","DTW","BUF",0.45
"3801","NW","DTW","IND",0.45
"3805","NW","DTW","LAS",0.45
"3822","NW","DTW","ORD",0.45
"3823","NW","DTW","ORF",0.45
"3837","NW","DTW","SDF",0.45
"3918","NW","LGA","IND",0.45
"3970","NW","MEM","ORD",0.45
"4013","NW","MSP","DCA",0.45
"4284","OH","BNA","BOS",0.45
"4298","OH","BOS","JAX",0.45
"4397","OH","CVG","GSO",0.45
"4419","OH","CVG","MKE",0.45
"4427","OH","CVG","ORF",0.45
"4430","OH","CVG","PHL",0.45
"4580","OH","JFK","RIC",0.45
"4607","OH","LGA","PBI",0.45
"4627","OH","MCO","GSP",0.45
"4669","OH","MYR","LGA",0.45
"4700","OH","PIT","JFK",0.45
"4720","OH","RIC","JFK",0.45
"4888","OO","BTV","ORD",0.45
"5002","OO","DEN","MCI",0.45
"5060","OO","EWR","MKE",0.45
"5101","OO","GRR","DEN",0.45
"5241","OO","MKE","GRB",0.45
"5257","OO","MKG","FNT",0.45
"5323","OO","ORD","CHS",0.45
"5327","OO","ORD","COS",0.45
"5354","OO","ORD","MEM",0.45
"5369","OO","ORD","SAV",0.45
"5410","OO","PIT","MKE",0.45
"5414","OO","PNS","ATL",0.45
"5734","UA","DEN","LAS",0.45
"5751","UA","DEN","PDX",0.45
"5877","UA","LIH","SFO",0.45
"5931","UA","ORD","EWR",0.45
"5949","UA","ORD","MHT",0.45
"5968","UA","ORD","SAN",0.45
"5970","UA","ORD","SEA",0.45
"6102","US","BOS","PHX",0.45
"6176","US","CLT","STX",0.45
"6493","US","SMF","CLT",0.45
"6614","WN","BNA","SEA",0.45
"6863","WN","LAS","GEG",0.45
"7447","XE","AVL","EWR",0.45
"7490","XE","CLE","AUS",0.45
"7505","XE","CLE","DEN",0.45
"7613","XE","EWR","DAY",0.45
"7626","XE","EWR","MDW",0.45
"7627","XE","EWR","MEM",0.45
"7628","XE","EWR","MHT",0.45
"7640","XE","EWR","PVD",0.45
"7641","XE","EWR","PWM",0.45
"7642","XE","EWR","RDU",0.45
"7753","XE","IAH","PSP",0.45
"7840","XE","MDW","EWR",0.45
"7864","XE","MSY","EWR",0.45
"7956","XE","SAN","BFL",0.45
"8015","XE","SMF","SAT",0.45
"8148","YV","CLT","PWM",0.45
"8274","YV","IAD","PWM",0.45
"8318","YV","LAS","SAT",0.45
"8342","YV","MEM","PHX",0.45
"8402","YV","ORD","MBS",0.45
"8403","YV","ORD","MCI",0.45
"8416","YV","ORD","SAT",0.45
"8509","YV","SDF","CLT",0.45
"26","9E","ATL","JAN",0.44
"28","9E","ATL","LIT",0.44
"89","9E","BWI","MEM",0.44
"329","9E","LGA","MSN",0.44
"558","9E","SAV","MSP",0.44
"605","AA","ATL","LGA",0.44
"688","AA","DFW","LAS",0.44
"689","AA","DFW","LAX",0.44
"698","AA","DFW","MTJ",0.44
"703","AA","DFW","ONT",0.44
"715","AA","DFW","SAN",0.44
"736","AA","EGE","LAX",0.44
"739","AA","EGE","ORD",0.44
"745","AA","EWR","MIA",0.44
"746","AA","EWR","ORD",0.44
"886","AA","MSY","ORD",0.44
"901","AA","ORD","DEN",0.44
"916","AA","ORD","LAX",0.44
"924","AA","ORD","PBI",0.44
"929","AA","ORD","RDU",0.44
"943","AA","ORD","TUS",0.44
"952","AA","PHL","MIA",0.44
"992","AA","SFO","MIA",0.44
"1038","AA","STL","SFO",0.44
"1317","B6","BUF","RSW",0.44
"1338","B6","FLL","EWR",0.44
"1355","B6","HPN","RSW",0.44
"1406","B6","JFK","SFO",0.44
"1574","CO","CLE","LAX",0.44
"1635","CO","EWR","MCO",0.44
"1658","CO","EWR","SJU",0.44
"1691","CO","IAH","DEN",0.44
"1769","CO","MSP","EWR",0.44
"1869","DL","ATL","DAY",0.44
"1872","DL","ATL","DFW",0.44
"1876","DL","ATL","EWR",0.44
"1906","DL","ATL","MSP",0.44
"1914","DL","ATL","PBI",0.44
"1977","DL","BZN","ATL",0.44
"2010","DL","CVG","PIT",0.44
"2050","DL","FLL","SLC",0.44
"2168","DL","ORD","ATL",0.44
"2406","EV","ATL","PWM",0.44
"2559","EV","DAB","ATL",0.44
"2680","EV","MHT","ATL",0.44
"2794","F9","DEN","BNA",0.44
"2810","F9","DEN","LAX",0.44
"2834","F9","DEN","STL",0.44
"2862","F9","PBI","DEN",0.44
"2877","F9","TPA","DEN",0.44
"2933","FL","ATL","STL",0.44
"3022","FL","FLL","MKE",0.44
"3143","FL","MKE","PHX",0.44
"3170","FL","PHL","FLL",0.44
"3333","MQ","CLE","LGA",0.44
"3338","MQ","CLT","MIA",0.44
"3476","MQ","JAX","MIA",0.44
"3489","MQ","LAX","ELP",0.44
"3661","MQ","RDU","ORD",0.44
"3778","NW","DTW","ATL",0.44
"3826","NW","DTW","PHL",0.44
"3843","NW","DTW","STL",0.44
"3847","NW","DTW","TVC",0.44
"3859","NW","FLL","MSP",0.44
"3953","NW","MEM","GPT",0.44
"3958","NW","MEM","LAS",0.44
"4027","NW","MSP","GEG",0.44
"4036","NW","MSP","JAC",0.44
"4066","NW","MSP","RSW",0.44
"4067","NW","MSP","SAN",0.44
"4070","NW","MSP","SDF",0.44
"4301","OH","BOS","MYR",0.44
"4317","OH","BUF","JFK",0.44
"4400","OH","CVG","HSV",0.44
"4418","OH","CVG","MIA",0.44
"4451","OH","CVG","TUL",0.44
"4602","OH","LGA","JAX",0.44
"4917","OO","CLE","DEN",0.44
"5124","OO","IAH","DEN",0.44
"5248","OO","MKE","OMA",0.44
"5368","OO","ORD","SAT",0.44
"5562","OO","SLC","LIT",0.44
"5576","OO","SLC","ORD",0.44
"5593","OO","SLC","SFO",0.44
"5606","OO","SLC","YKM",0.44
"5724","UA","DEN","GRR",0.44
"5736","UA","DEN","LGA",0.44
"5822","UA","IAD","SJC",0.44
"5872","UA","LGA","DEN",0.44
"5927","UA","ORD","DFW",0.44
"5933","UA","ORD","GEG",0.44
"5943","UA","ORD","LAS",0.44
"5944","UA","ORD","LAX",0.44
"5959","UA","ORD","PHX",0.44
"6113","US","BWI","PHX",0.44
"6157","US","CLT","PDX",0.44
"6169","US","CLT","SEA",0.44
"6265","US","LAS","OAK",0.44
"6378","US","PHL","STT",0.44
"6447","US","PIT","PHX",0.44
"6737","WN","DTW","BNA",0.44
"6922","WN","LBB","ABQ",0.44
"6984","WN","MCO","OMA",0.44
"6996","WN","MCO","TUL",0.44
"7525","XE","CLE","MSN",0.44
"7540","XE","CLE","SAT",0.44
"7631","XE","EWR","MSP",0.44
"7685","XE","IAD","JAX",0.44
"7688","XE","IAH","ABQ",0.44
"7910","XE","ORD","EWR",0.44
"7933","XE","PWM","EWR",0.44
"7960","XE","SAN","GEG",0.44
"8059","YV","AGS","CLT",0.44
"8085","YV","BNA","IAD",0.44
"8104","YV","CLE","CLT",0.44
"8108","YV","CLT","AGS",0.44
"8122","YV","CLT","DTW",0.44
"8154","YV","CLT","SDF",0.44
"8159","YV","CLT","TRI",0.44
"8190","YV","DEN","MSN",0.44
"8248","YV","IAD","BOS",0.44
"8272","YV","IAD","PIT",0.44
"8299","YV","KOA","HNL",0.44
"8308","YV","LAS","LAX",0.44
"8309","YV","LAS","MFR",0.44
"8365","YV","OKC","LAS",0.44
"8392","YV","ORD","EWR",0.44
"8397","YV","ORD","GSO",0.44
"8411","YV","ORD","PIT",0.44
"8413","YV","ORD","RDU",0.44
"8485","YV","RKS","DEN",0.44
"8504","YV","SBA","LAS",0.44
"8523","YV","TEX","PHX",0.44
"48","9E","ATL","TLH",0.43
"123","9E","CVG","DCA",0.43
"285","9E","IAD","ATL",0.43
"466","9E","MSP","LAN",0.43
"480","9E","MSP","ORF",0.43
"669","AA","DFW","DEN",0.43
"674","AA","DFW","FAT",0.43
"690","AA","DFW","LGA",0.43
"713","AA","DFW","RNO",0.43
"734","AA","EGE","EWR",0.43
"737","AA","EGE","LGA",0.43
"787","AA","JFK","SFO",0.43
"811","AA","LAX","LIH",0.43
"833","AA","LGA","TPA",0.43
"869","AA","MIA","PHL",0.43
"874","AA","MIA","STL",0.43
"930","AA","ORD","RNO",0.43
"934","AA","ORD","SEA",0.43
"959","AA","PSP","ORD",0.43
"993","AA","SFO","ORD",0.43
"1013","AA","SJU","TPA",0.43
"1078","AQ","LIH","SNA",0.43
"1186","AS","ORD","ANC",0.43
"1248","AS","SEA","SIT",0.43
"1365","B6","IAD","PBI",0.43
"1366","B6","IAD","RSW",0.43
"1618","CO","EWR","CMH",0.43
"1629","CO","EWR","IAH",0.43
"1641","CO","EWR","MYR",0.43
"1656","CO","EWR","SFO",0.43
"1673","CO","HNL","IAH",0.43
"1736","CO","IAH","SJC",0.43
"1849","DL","ATL","ABQ",0.43
"1871","DL","ATL","DEN",0.43
"1885","DL","ATL","HOU",0.43
"1947","DL","AUS","ATL",0.43
"1950","DL","BDL","FLL",0.43
"1998","DL","CVG","EGE",0.43
"2009","DL","CVG","PHX",0.43
"2017","DL","CVG","SNA",0.43
"2039","DL","EWR","SLC",0.43
"2049","DL","FLL","LGA",0.43
"2295","EV","AEX","ATL",0.43
"2332","EV","ATL","DAB",0.43
"2342","EV","ATL","EYW",0.43
"2351","EV","ATL","GRB",0.43
"2522","EV","CVG","LAN",0.43
"2711","EV","PHL","ATL",0.43
"2721","EV","PVD","ATL",0.43
"2723","EV","PWM","ATL",0.43
"2750","EV","SWF","ATL",0.43
"2816","F9","DEN","MKE",0.43
"2852","F9","MCO","DEN",0.43
"2886","FL","ATL","CLT",0.43
"2976","FL","CAK","FLL",0.43
"3076","FL","LGA","TPA",0.43
"3131","FL","MIA","BWI",0.43
"3191","FL","ROC","FLL",0.43
"3378","MQ","DFW","CLE",0.43
"3440","MQ","DTW","ORD",0.43
"3601","MQ","ORD","IND",0.43
"3639","MQ","ORF","DFW",0.43
"3646","MQ","PIT","LGA",0.43
"3743","NW","BOS","MEM",0.43
"3803","NW","DTW","JFK",0.43
"3809","NW","DTW","MCI",0.43
"3814","NW","DTW","MHT",0.43
"3849","NW","EGE","MSP",0.43
"3963","NW","MEM","MCO",0.43
"3964","NW","MEM","MIA",0.43
"3998","NW","MSP","AUS",0.43
"4055","NW","MSP","OMA",0.43
"4063","NW","MSP","RAP",0.43
"4071","NW","MSP","SEA",0.43
"4090","NW","OMA","MEM",0.43
"4120","NW","RSW","IND",0.43
"4136","NW","SEA","MEM",0.43
"4200","OH","ATL","CVG",0.43
"4275","OH","BGR","JFK",0.43
"4321","OH","BWI","JFK",0.43
"4356","OH","COS","CVG",0.43
"4404","OH","CVG","ILM",0.43
"4411","OH","CVG","LGA",0.43
"4434","OH","CVG","RDU",0.43
"4442","OH","CVG","SCE",0.43
"4568","OH","JFK","IAH",0.43
"4684","OH","ORF","JFK",0.43
"4747","OH","SDF","BOS",0.43
"4808","OO","ATL","CLE",0.43
"4815","OO","ATL","DTW",0.43
"4864","OO","BHM","DEN",0.43
"5422","OO","PVD","ORD",0.43
"5548","OO","SLC","FSD",0.43
"5782","UA","EWR","ORD",0.43
"5793","UA","GUC","DEN",0.43
"5932","UA","ORD","FLL",0.43
"5939","UA","ORD","ICT",0.43
"5957","UA","ORD","PDX",0.43
"5979","UA","ORD","TPA",0.43
"6051","UA","SFO","SLC",0.43
"6266","US","LAS","ONT",0.43
"6476","US","SEA","CLT",0.43
"6505","US","STT","PHL",0.43
"6527","WN","ABQ","MAF",0.43
"6532","WN","ABQ","PDX",0.43
"7164","WN","PHX","LAS",0.43
"7443","XE","AUS","OKC",0.43
"7465","XE","BOI","SAN",0.43
"7479","XE","CAE","EWR",0.43
"7493","XE","CLE","BNA",0.43
"7530","XE","CLE","ORD",0.43
"7712","XE","IAH","DFW",0.43
"7850","XE","MKE","EWR",0.43
"7858","XE","MSN","EWR",0.43
"7888","XE","OMA","SAN",0.43
"8000","XE","SLC","MCI",0.43
"8056","YV","ABE","CLT",0.43
"8078","YV","BFL","LAS",0.43
"8115","YV","CLT","BUF",0.43
"8284","YV","IAH","DEN",0.43
"8310","YV","LAS","MRY",0.43
"8313","YV","LAS","ONT",0.43
"8341","YV","MEM","CLT",0.43
"8386","YV","ORD","CLT",0.43
"8388","YV","ORD","CWA",0.43
"44","9E","ATL","SDF",0.42
"90","9E","BZN","MSP",0.42
"97","9E","CHS","ATL",0.42
"127","9E","CVG","LEX",0.42
"331","9E","LIT","ATL",0.42
"616","AA","BDL","DFW",0.42
"778","AA","JFK","DFW",0.42
"809","AA","LAX","KOA",0.42
"840","AA","MCO","LGA",0.42
"850","AA","MIA","BOS",0.42
"854","AA","MIA","DFW",0.42
"871","AA","MIA","RDU",0.42
"904","AA","ORD","EGE",0.42
"910","AA","ORD","HNL",0.42
"914","AA","ORD","JFK",0.42
"968","AA","RNO","ORD",0.42
"1001","AA","SJU","BWI",0.42
"1003","AA","SJU","EWR",0.42
"1007","AA","SJU","LAX",0.42
"1089","AQ","OGG","SNA",0.42
"1253","AS","SFO","ANC",0.42
"1605","CO","EGE","EWR",0.42
"1612","CO","EWR","BOS",0.42
"1664","CO","EWR","TUS",0.42
"1744","CO","IND","EWR",0.42
"1817","CO","SEA","ANC",0.42
"1830","CO","SLC","EWR",0.42
"1915","DL","ATL","PDX",0.42
"1965","DL","BOS","LAX",0.42
"2001","DL","CVG","JFK",0.42
"2251","DL","SLC","OAK",0.42
"2365","EV","ATL","IND",0.42
"2595","EV","GRK","ATL",0.42
"2658","EV","MCO","BHM",0.42
"2736","EV","SAV","ATL",0.42
"2891","FL","ATL","DEN",0.42
"2957","FL","BWI","CLT",0.42
"2978","FL","CAK","LGA",0.42
"3093","FL","MCO","DFW",0.42
"3513","MQ","LGA","MSN",0.42
"3529","MQ","MEM","LGA",0.42
"3617","MQ","ORD","OKC",0.42
"3720","MQ","XNA","RDU",0.42
"3776","NW","DTW","ALB",0.42
"3799","NW","DTW","IAD",0.42
"3812","NW","DTW","MDW",0.42
"3824","NW","DTW","PBI",0.42
"3841","NW","DTW","SLC",0.42
"4007","NW","MSP","BZN",0.42
"4057","NW","MSP","PDX",0.42
"4230","OH","ATL","MSP",0.42
"4297","OH","BOS","GSO",0.42
"4307","OH","BOS","SAV",0.42
"4312","OH","BTV","ATL",0.42
"4386","OH","CVG","DCA",0.42
"4481","OH","DTW","JFK",0.42
"4547","OH","JAX","LGA",0.42
"4550","OH","JFK","ATL",0.42
"4567","OH","JFK","IAD",0.42
"4583","OH","JFK","SYR",0.42
"4611","OH","LGA","SAV",0.42
"4683","OH","ORF","CVG",0.42
"4715","OH","RDU","MCO",0.42
"4753","OH","SRQ","CVG",0.42
"4880","OO","BNA","SLC",0.42
"4949","OO","CVG","ORD",0.42
"5074","OO","FCA","SFO",0.42
"5235","OO","MKE","CWA",0.42
"5245","OO","MKE","MKG",0.42
"5328","OO","ORD","CPR",0.42
"5364","OO","ORD","PIT",0.42
"5761","UA","DEN","SFO",0.42
"5783","UA","EWR","SFO",0.42
"5845","UA","KOA","SFO",0.42
"5926","UA","ORD","DEN",0.42
"5941","UA","ORD","JAC",0.42
"5972","UA","ORD","SJC",0.42
"6867","WN","LAS","ISP",0.42
"6987","WN","MCO","PHX",0.42
"7475","XE","BUF","CLE",0.42
"7487","XE","CLE","ABQ",0.42
"7520","XE","CLE","MDW",0.42
"7609","XE","EWR","CLT",0.42
"7625","XE","EWR","MCI",0.42
"7931","XE","PVD","EWR",0.42
"8074","YV","AVP","ORD",0.42
"8077","YV","BDL","ORD",0.42
"8087","YV","BOS","IAD",0.42
"8157","YV","CLT","SYR",0.42
"8237","YV","HNL","ITO",0.42
"8291","YV","ITO","HNL",0.42
"8320","YV","LAS","SBP",0.42
"8400","YV","ORD","JAX",0.42
"8492","YV","ROC","ORD",0.42
"8502","YV","SAV","IAD",0.42
"37","9E","ATL","PIT",0.41
"269","9E","GRR","MEM",0.41
"406","9E","MEM","TRI",0.41
"662","AA","DFW","BUR",0.41
"710","AA","DFW","PSP",0.41
"722","AA","DFW","SLC",0.41
"727","AA","DFW","TUL",0.41
"825","AA","LGA","MCO",0.41
"826","AA","LGA","MIA",0.41
"872","AA","MIA","SFO",0.41
"884","AA","MSY","LGA",0.41
"935","AA","ORD","SFO",0.41
"936","AA","ORD","SJC",0.41
"939","AA","ORD","SNA",0.41
"1042","AA","STT","JFK",0.41
"1072","AQ","KOA","SNA",0.41
"1087","AQ","OGG","SAN",0.41
"1336","B6","FLL","BUF",0.41
"1463","B6","ORD","BOS",0.41
"1555","CO","BOS","EWR",0.41
"1632","CO","EWR","LAS",0.41
"1715","CO","IAH","OAK",0.41
"1893","DL","ATL","JFK",0.41
"1918","DL","ATL","PHX",0.41
"1979","DL","CAK","ATL",0.41
"2075","DL","JFK","BOS",0.41
"2143","DL","MCO","LAS",0.41
"2457","EV","BTV","ATL",0.41
"2640","EV","LGA","CAE",0.41
"2642","EV","LGA","CMH",0.41
"2686","EV","MLB","ATL",0.41
"2958","FL","BWI","DAB",0.41
"2973","FL","BWI","TPA",0.41
"2984","FL","CLT","BWI",0.41
"3037","FL","HPN","FLL",0.41
"3266","HA","HNL","SEA",0.41
"3302","MQ","ATL","ORD",0.41
"3423","MQ","DFW","SBA",0.41
"3445","MQ","EWR","RDU",0.41
"3527","MQ","MDT","DFW",0.41
"3573","MQ","ORD","BNA",0.41
"3602","MQ","ORD","JAN",0.41
"3706","MQ","TVC","LGA",0.41
"3785","NW","DTW","BWI",0.41
"4169","OH","ABE","ATL",0.41
"4239","OH","ATL","PVD",0.41
"4438","OH","CVG","RSW",0.41
"4512","OH","GSP","ATL",0.41
"4595","OH","LGA","CLT",0.41
"4738","OH","SAT","CVG",0.41
"4952","OO","CVG","SLC",0.41
"5022","OO","DEN","SAT",0.41
"5438","OO","RNO","LAX",0.41
"5622","OO","STL","SLC",0.41
"5654","OO","YKM","SLC",0.41
"5709","UA","DEN","BUR",0.41
"5720","UA","DEN","EWR",0.41
"5726","UA","DEN","HDN",0.41
"5914","UA","ORD","BOI",0.41
"5971","UA","ORD","SFO",0.41
"6017","UA","SEA","HNL",0.41
"6461","US","RNO","LAS",0.41
"6723","WN","DEN","PHL",0.41
"7467","XE","BOS","CLE",0.41
"7468","XE","BOS","EWR",0.41
"7563","XE","COS","SMF",0.41
"7604","XE","EWR","BTV",0.41
"7792","XE","LAX","DEN",0.41
"7802","XE","LAX","SEA",0.41
"7878","XE","OKC","ONT",0.41
"7973","XE","SAT","SMF",0.41
"8023","XE","SYR","CLE",0.41
"8028","XE","TPA","IAH",0.41
"8156","YV","CLT","STL",0.41
"8189","YV","DEN","MLI",0.41
"8209","YV","DTW","ORD",0.41
"8216","YV","EWR","IAD",0.41
"8253","YV","IAD","CLE",0.41
"8269","YV","IAD","OKC",0.41
"8270","YV","IAD","ORF",0.41
"8278","YV","IAD","SAT",0.41
"8300","YV","LAN","ORD",0.41
